referrer,views_total,views_unique
gorm.io,790,403
Google,378,228
github.com,166,73
pkg.go.dev,44,32
learnku.com,13,9
DuckDuckGo,10,7
Baidu,8,6
yandex.ru,8,5
cn.bing.com,8,4
search.brave.com,5,4
