referrer,views_total,views_unique
gorm.io,664,377
Google,325,226
github.com,125,59
pkg.go.dev,47,27
cn.bing.com,12,8
learnku.com,8,6
Bing,7,5
Baidu,7,4
yandex.ru,7,1
search.brave.com,5,5
