time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-01-31 00:00:00+00:00,1603,212,52,29
2022-02-01 00:00:00+00:00,1794,227,54,36
2022-02-02 00:00:00+00:00,1830,191,66,29
2022-02-03 00:00:00+00:00,1866,177,63,41
2022-02-04 00:00:00+00:00,1841,200,63,31
2022-02-05 00:00:00+00:00,1610,146,41,21
2022-02-06 00:00:00+00:00,1627,129,55,27
2022-02-07 00:00:00+00:00,1983,280,92,50
2022-02-08 00:00:00+00:00,2058,325,83,56
2022-02-09 00:00:00+00:00,2387,398,124,68
2022-02-10 00:00:00+00:00,2558,560,107,60
2022-02-11 00:00:00+00:00,2180,295,107,56
2022-02-12 00:00:00+00:00,1743,172,68,39
2022-02-13 00:00:00+00:00,1635,231,33,24
