time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-18 00:00:00+00:00,451,169,53,37
2022-06-19 00:00:00+00:00,990,165,130,37
2022-06-20 00:00:00+00:00,1838,379,192,75
2022-06-21 00:00:00+00:00,1404,353,138,71
2022-06-22 00:00:00+00:00,1618,389,195,86
2022-06-23 00:00:00+00:00,1819,416,156,84
2022-06-24 00:00:00+00:00,1673,351,104,65
2022-06-25 00:00:00+00:00,1002,176,48,29
2022-06-26 00:00:00+00:00,1138,189,53,26
2022-06-27 00:00:00+00:00,1883,392,172,85
2022-06-28 00:00:00+00:00,1643,368,147,80
2022-06-29 00:00:00+00:00,1763,375,153,69
2022-06-30 00:00:00+00:00,1973,361,210,74
2022-07-01 00:00:00+00:00,1547,309,202,79
