time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-27 00:00:00+00:00,1414,160,101,40
2022-03-28 00:00:00+00:00,2427,365,156,83
2022-03-29 00:00:00+00:00,2773,346,188,94
2022-03-30 00:00:00+00:00,2665,376,263,93
2022-03-31 00:00:00+00:00,2521,368,189,85
2022-04-01 00:00:00+00:00,2511,324,197,87
2022-04-02 00:00:00+00:00,1951,212,91,60
2022-04-03 00:00:00+00:00,1611,220,61,34
2022-04-04 00:00:00+00:00,2011,332,80,55
2022-04-05 00:00:00+00:00,2146,301,135,59
2022-04-06 00:00:00+00:00,3052,364,121,72
2022-04-07 00:00:00+00:00,2676,310,147,79
2022-04-08 00:00:00+00:00,2537,291,208,90
2022-04-09 00:00:00+00:00,1605,142,55,40
