time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-26 00:00:00+00:00,870,267,94,54
2022-12-27 00:00:00+00:00,1131,356,75,57
2022-12-28 00:00:00+00:00,948,289,116,60
2022-12-29 00:00:00+00:00,1065,255,77,49
2022-12-30 00:00:00+00:00,1038,233,103,51
2022-12-31 00:00:00+00:00,825,267,26,18
2023-01-01 00:00:00+00:00,807,317,25,20
2023-01-02 00:00:00+00:00,1174,447,69,38
2023-01-03 00:00:00+00:00,1006,435,89,66
2023-01-04 00:00:00+00:00,1672,565,128,72
2023-01-05 00:00:00+00:00,1785,385,80,54
2023-01-06 00:00:00+00:00,1515,342,143,58
2023-01-07 00:00:00+00:00,1125,230,69,31
2023-01-08 00:00:00+00:00,880,242,49,36
