time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-15 00:00:00+00:00,1931,263,130,58
2022-04-16 00:00:00+00:00,1412,188,50,35
2022-04-17 00:00:00+00:00,1356,162,50,37
2022-04-18 00:00:00+00:00,2093,292,150,80
2022-04-19 00:00:00+00:00,2357,370,195,93
2022-04-20 00:00:00+00:00,2501,420,180,72
2022-04-21 00:00:00+00:00,2242,351,147,80
2022-04-22 00:00:00+00:00,2136,322,146,74
2022-04-23 00:00:00+00:00,1311,173,57,35
2022-04-24 00:00:00+00:00,1848,220,124,59
2022-04-25 00:00:00+00:00,2443,448,152,80
2022-04-26 00:00:00+00:00,2324,424,111,75
2022-04-27 00:00:00+00:00,2378,395,144,67
2022-04-28 00:00:00+00:00,2399,351,158,76
