time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-29 00:00:00+00:00,1844,415,134,65
2022-08-30 00:00:00+00:00,1918,383,107,64
2022-08-31 00:00:00+00:00,1882,380,107,59
2022-09-01 00:00:00+00:00,1692,332,123,75
2022-09-02 00:00:00+00:00,1907,427,92,60
2022-09-03 00:00:00+00:00,848,149,49,31
2022-09-04 00:00:00+00:00,568,165,50,38
2022-09-05 00:00:00+00:00,1224,358,115,59
2022-09-06 00:00:00+00:00,1018,344,111,65
2022-09-07 00:00:00+00:00,1262,297,111,59
2022-09-08 00:00:00+00:00,1523,331,127,69
2022-09-09 00:00:00+00:00,1568,356,81,57
2022-09-10 00:00:00+00:00,994,150,58,30
2022-09-11 00:00:00+00:00,1121,150,114,33
