referrer,views_total,views_unique
github.com,337,187
Google,32,20
DuckDuckGo,2,2
cn.bing.com,2,1
app.bountysource.com,2,1
Baidu,1,1
giters.com,1,1
gitter.im,1,1
StartPage,1,1
githubhelp.com,1,1
