time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-05 00:00:00+00:00,19,14,39,25
2022-08-06 00:00:00+00:00,3,3,10,8
2022-08-07 00:00:00+00:00,128,54,9,8
2022-08-08 00:00:00+00:00,88,51,43,27
2022-08-09 00:00:00+00:00,19,12,50,31
2022-08-10 00:00:00+00:00,3,2,56,24
2022-08-11 00:00:00+00:00,4,3,63,27
2022-08-12 00:00:00+00:00,2,1,36,23
2022-08-13 00:00:00+00:00,1,1,21,7
2022-08-14 00:00:00+00:00,19,13,20,8
2022-08-15 00:00:00+00:00,66,31,33,28
2022-08-16 00:00:00+00:00,105,60,64,31
2022-08-17 00:00:00+00:00,143,60,42,19
2022-08-18 00:00:00+00:00,91,43,46,28
