referrer,views_total,views_unique
github.com,446,184
Google,192,127
gorm.io,16,9
cn.bing.com,11,7
Baidu,6,2
link.zhihu.com,3,1
DuckDuckGo,2,2
Yahoo,2,1
issues.redhat.com,1,1
yandex.ru,1,1
