referrer,views_total,views_unique
github.com,245,140
Google,129,74
gorm.io,8,7
cn.bing.com,6,3
app.gather.town,3,1
yandex.ru,2,1
pkg.go.dev,2,1
giters.com,2,1
Baidu,1,1
codesti.com,1,1
