time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-06 00:00:00+00:00,1,1,37,16
2022-11-07 00:00:00+00:00,1,1,66,40
2022-11-08 00:00:00+00:00,10,7,56,32
2022-11-09 00:00:00+00:00,8,5,49,30
2022-11-10 00:00:00+00:00,4,1,45,31
2022-11-11 00:00:00+00:00,5,2,36,22
2022-11-12 00:00:00+00:00,1,1,9,9
2022-11-13 00:00:00+00:00,1,1,44,13
2022-11-14 00:00:00+00:00,4,3,40,26
2022-11-15 00:00:00+00:00,4,3,135,32
2022-11-16 00:00:00+00:00,3,2,42,25
2022-11-17 00:00:00+00:00,3,2,51,30
2022-11-18 00:00:00+00:00,4,3,77,38
2022-11-19 00:00:00+00:00,54,37,20,10
