time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-17 00:00:00+00:00,54.0,33.0,56,26
2022-10-18 00:00:00+00:00,67.0,39.0,69,40
2022-10-19 00:00:00+00:00,73.0,49.0,75,36
2022-10-20 00:00:00+00:00,88.0,42.0,99,44
2022-10-21 00:00:00+00:00,97.0,49.0,56,32
2022-10-22 00:00:00+00:00,65.0,33.0,51,7
2022-10-23 00:00:00+00:00,17.0,13.0,14,9
2022-10-24 00:00:00+00:00,6.0,3.0,54,33
2022-10-25 00:00:00+00:00,5.0,2.0,67,35
2022-10-26 00:00:00+00:00,5.0,2.0,45,33
2022-10-27 00:00:00+00:00,13.0,6.0,86,32
2022-10-28 00:00:00+00:00,6.0,3.0,55,28
2022-10-29 00:00:00+00:00,1.0,1.0,8,6
2022-10-30 00:00:00+00:00,,,26,15
