referrer,views_total,views_unique
github.com,602,266
Google,36,22
DuckDuckGo,6,3
confluence.rakuten-it.com,6,2
app.shortcut.com,3,1
githubhot.com,2,1
ecosia.org,1,1
instapaper.com,1,1
getpocket.com,1,1
githublab.com,1,1
