referrer,views_total,views_unique
gorm.io,220,102
github.com,111,52
Google,34,19
learnku.com,6,5
v2ex.com,6,1
gorm.cn,2,2
kancloud.cn,2,2
pkg.go.dev,2,2
mail.google.com,2,1
cn.bing.com,2,1
