time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-10 00:00:00+00:00,479,169,51,30
2023-03-11 00:00:00+00:00,279,116,6,5
2023-03-12 00:00:00+00:00,197,105,24,12
2023-03-13 00:00:00+00:00,345,201,69,24
2023-03-14 00:00:00+00:00,375,194,48,24
2023-03-15 00:00:00+00:00,401,201,24,17
2023-03-16 00:00:00+00:00,525,221,33,22
2023-03-17 00:00:00+00:00,507,230,33,20
2023-03-18 00:00:00+00:00,249,124,12,6
2023-03-19 00:00:00+00:00,248,126,37,11
2023-03-20 00:00:00+00:00,381,224,106,30
2023-03-21 00:00:00+00:00,379,200,56,38
2023-03-22 00:00:00+00:00,452,213,140,26
2023-03-23 00:00:00+00:00,446,200,41,24
