time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-24 00:00:00+00:00,378,192,37,23
2022-08-25 00:00:00+00:00,488,230,38,22
2022-08-26 00:00:00+00:00,364,175,32,15
2022-08-27 00:00:00+00:00,263,117,16,8
2022-08-28 00:00:00+00:00,314,115,8,6
2022-08-29 00:00:00+00:00,409,202,38,18
2022-08-30 00:00:00+00:00,382,193,40,22
2022-08-31 00:00:00+00:00,346,191,28,15
2022-09-01 00:00:00+00:00,271,148,32,17
2022-09-02 00:00:00+00:00,332,163,34,24
2022-09-03 00:00:00+00:00,222,82,37,6
2022-09-04 00:00:00+00:00,229,91,20,11
2022-09-05 00:00:00+00:00,234,99,30,14
2022-09-06 00:00:00+00:00,214,107,46,19
