referrer,views_total,views_unique
gorm.io,199,79
github.com,76,44
Google,17,8
learnku.com,10,2
link.juejin.cn,8,8
Baidu,5,1
gorm.cn,4,1
v2ex.com,2,2
hub.fastgit.org,1,1
