referrer,views_total,views_unique
gorm.io,145,80
github.com,71,41
Google,39,15
link.zhihu.com,14,14
v2ex.com,6,4
link.juejin.cn,6,3
learnku.com,6,3
m0.mail.sina.com.cn,3,1
link.segmentfault.com,2,2
golangrepo.com,2,1
