referrer,views_total,views_unique
gorm.io,290,132
Google,99,44
github.com,69,34
jianshu.com,12,8
gorm.cn,9,1
learnku.com,5,4
link.juejin.cn,4,3
v2ex.com,3,3
link.zhihu.com,3,1
kancloud.cn,1,1
