time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-02 00:00:00+00:00,210,90,44,18
2022-05-03 00:00:00+00:00,184,101,29,17
2022-05-04 00:00:00+00:00,212,102,49,16
2022-05-05 00:00:00+00:00,271,115,58,25
2022-05-06 00:00:00+00:00,425,150,67,29
2022-05-07 00:00:00+00:00,370,99,48,17
2022-05-08 00:00:00+00:00,245,91,9,9
2022-05-09 00:00:00+00:00,488,172,52,19
2022-05-10 00:00:00+00:00,472,184,36,19
2022-05-11 00:00:00+00:00,500,155,36,20
2022-05-12 00:00:00+00:00,511,141,61,19
2022-05-13 00:00:00+00:00,392,127,28,22
2022-05-14 00:00:00+00:00,238,79,11,10
2022-05-15 00:00:00+00:00,259,103,8,8
