time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-02-16 00:00:00+00:00,384,107,648,115
2022-02-17 00:00:00+00:00,191,96,436,127
2022-02-18 00:00:00+00:00,158,77,315,108
2022-02-19 00:00:00+00:00,171,78,238,58
2022-02-20 00:00:00+00:00,133,62,107,47
2022-02-21 00:00:00+00:00,105,49,297,110
2022-02-22 00:00:00+00:00,159,78,239,110
2022-02-23 00:00:00+00:00,157,81,298,113
2022-02-24 00:00:00+00:00,223,96,407,103
2022-02-25 00:00:00+00:00,178,74,414,99
2022-02-26 00:00:00+00:00,211,82,115,41
2022-02-27 00:00:00+00:00,217,82,202,39
2022-02-28 00:00:00+00:00,120,66,262,93
2022-03-01 00:00:00+00:00,220,98,427,110
