time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-24 00:00:00+00:00,126,68,378,95
2022-11-25 00:00:00+00:00,190,76,327,77
2022-11-26 00:00:00+00:00,214,72,76,21
2022-11-27 00:00:00+00:00,152,70,213,49
2022-11-28 00:00:00+00:00,145,70,547,102
2022-11-29 00:00:00+00:00,141,63,390,92
2022-11-30 00:00:00+00:00,153,66,426,95
2022-12-01 00:00:00+00:00,201,87,282,97
2022-12-02 00:00:00+00:00,124,57,326,83
2022-12-03 00:00:00+00:00,66,34,180,49
2022-12-04 00:00:00+00:00,107,55,192,47
2022-12-05 00:00:00+00:00,301,93,251,79
2022-12-06 00:00:00+00:00,191,76,394,89
2022-12-07 00:00:00+00:00,140,71,298,82
