time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-05 00:00:00+00:00,218,99,174,39
2023-03-06 00:00:00+00:00,313,119,394,118
2023-03-07 00:00:00+00:00,278,120,398,110
2023-03-08 00:00:00+00:00,366,132,466,102
2023-03-09 00:00:00+00:00,278,130,467,118
2023-03-10 00:00:00+00:00,350,115,365,109
2023-03-11 00:00:00+00:00,220,98,198,58
2023-03-12 00:00:00+00:00,171,95,154,45
2023-03-13 00:00:00+00:00,236,106,390,113
2023-03-14 00:00:00+00:00,277,123,524,120
2023-03-15 00:00:00+00:00,417,135,583,152
2023-03-16 00:00:00+00:00,323,148,715,122
2023-03-17 00:00:00+00:00,312,125,599,135
2023-03-18 00:00:00+00:00,183,93,159,44
