time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-24 00:00:00+00:00,141,62,291,55
2022-07-25 00:00:00+00:00,154,77,1129,206
2022-07-26 00:00:00+00:00,100,57,709,211
2022-07-27 00:00:00+00:00,90,44,784,169
2022-07-28 00:00:00+00:00,158,78,514,168
2022-07-29 00:00:00+00:00,145,67,467,167
2022-07-30 00:00:00+00:00,148,62,157,67
2022-07-31 00:00:00+00:00,130,53,305,80
2022-08-01 00:00:00+00:00,169,73,557,207
2022-08-02 00:00:00+00:00,120,66,628,204
2022-08-03 00:00:00+00:00,109,74,578,232
2022-08-04 00:00:00+00:00,242,98,610,174
2022-08-05 00:00:00+00:00,163,73,603,207
2022-08-06 00:00:00+00:00,209,88,186,82
