time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-07 00:00:00+00:00,414,141,278,115
2022-03-08 00:00:00+00:00,407,153,222,105
2022-03-09 00:00:00+00:00,422,111,227,88
2022-03-10 00:00:00+00:00,321,127,246,111
2022-03-11 00:00:00+00:00,252,115,206,103
2022-03-12 00:00:00+00:00,235,85,53,34
2022-03-13 00:00:00+00:00,335,112,84,42
2022-03-14 00:00:00+00:00,312,140,237,105
2022-03-15 00:00:00+00:00,314,132,212,100
2022-03-16 00:00:00+00:00,331,126,268,111
2022-03-17 00:00:00+00:00,259,114,255,100
2022-03-18 00:00:00+00:00,437,122,262,76
2022-03-19 00:00:00+00:00,312,100,171,36
2022-03-20 00:00:00+00:00,283,115,84,44
