time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-17 00:00:00+00:00,282,109,125,44
2022-07-18 00:00:00+00:00,455,181,236,99
2022-07-19 00:00:00+00:00,441,187,292,122
2022-07-20 00:00:00+00:00,418,194,232,113
2022-07-21 00:00:00+00:00,377,144,334,127
2022-07-22 00:00:00+00:00,353,150,269,103
2022-07-23 00:00:00+00:00,277,109,64,32
2022-07-24 00:00:00+00:00,349,111,88,40
2022-07-25 00:00:00+00:00,374,154,257,102
2022-07-26 00:00:00+00:00,438,125,253,104
2022-07-27 00:00:00+00:00,424,199,283,114
2022-07-28 00:00:00+00:00,411,178,223,96
2022-07-29 00:00:00+00:00,435,144,194,86
2022-07-30 00:00:00+00:00,247,98,47,32
