referrer,views_total,views_unique
gorm.io,698,309
Google,530,301
github.com,116,54
pkg.go.dev,43,23
Bing,24,5
blog.kakkk.net,19,8
studygolang.com,15,7
cn.bing.com,12,6
DuckDuckGo,11,6
yandex.ru,9,4
