time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-08 00:00:00+00:00,426,118,180,90
2022-04-09 00:00:00+00:00,319,86,176,58
2022-04-10 00:00:00+00:00,255,91,87,41
2022-04-11 00:00:00+00:00,400,141,216,108
2022-04-12 00:00:00+00:00,308,129,190,106
2022-04-13 00:00:00+00:00,327,129,267,115
2022-04-14 00:00:00+00:00,598,135,331,97
2022-04-15 00:00:00+00:00,276,95,297,102
2022-04-16 00:00:00+00:00,232,76,197,51
2022-04-17 00:00:00+00:00,254,91,91,39
2022-04-18 00:00:00+00:00,304,111,252,99
2022-04-19 00:00:00+00:00,366,130,347,135
2022-04-20 00:00:00+00:00,372,165,276,121
2022-04-21 00:00:00+00:00,366,133,263,122
