time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-05 00:00:00+00:00,382,159,206,95
2022-08-06 00:00:00+00:00,280,110,98,59
2022-08-07 00:00:00+00:00,285,122,77,48
2022-08-08 00:00:00+00:00,384,156,239,104
2022-08-09 00:00:00+00:00,487,174,210,97
2022-08-10 00:00:00+00:00,479,163,269,106
2022-08-11 00:00:00+00:00,510,165,137,87
2022-08-12 00:00:00+00:00,531,156,192,88
2022-08-13 00:00:00+00:00,354,114,78,43
2022-08-14 00:00:00+00:00,332,120,91,36
2022-08-15 00:00:00+00:00,467,142,163,79
2022-08-16 00:00:00+00:00,570,145,198,95
2022-08-17 00:00:00+00:00,415,147,195,95
2022-08-18 00:00:00+00:00,389,132,230,97
