referrer,views_total,views_unique
Google,318,190
github.com,256,88
gorm.io,151,73
DuckDuckGo,5,5
softwareclearing.siemens.com,5,2
Bing,4,4
yandex.ru,3,3
future-architect.github.io,3,1
github.tools.sap,3,1
cn.bing.com,3,1
