referrer,views_total,views_unique
gorm.io,404,141
Google,397,224
pkg.go.dev,118,42
github.com,87,42
DuckDuckGo,18,11
search.brave.com,15,4
cn.bing.com,13,5
yandex.ru,9,7
Bing,2,2
com.google.android.gm,2,1
