time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-11-29 00:00:00+00:00,3609,450,94,48
2021-11-30 00:00:00+00:00,3282,419,224,50
2021-12-01 00:00:00+00:00,3146,508,113,46
2021-12-02 00:00:00+00:00,3071,569,89,48
2021-12-03 00:00:00+00:00,2935,505,82,32
2021-12-04 00:00:00+00:00,1295,214,36,14
2021-12-05 00:00:00+00:00,1198,150,21,16
2021-12-06 00:00:00+00:00,3499,382,97,51
2021-12-07 00:00:00+00:00,2891,387,166,53
2021-12-08 00:00:00+00:00,3312,436,115,51
2021-12-09 00:00:00+00:00,3036,530,68,40
2021-12-10 00:00:00+00:00,2801,488,92,40
2021-12-11 00:00:00+00:00,977,150,51,21
2021-12-12 00:00:00+00:00,964,133,19,15
