referrer,views_total,views_unique
Google,347,208
gorm.io,272,118
github.com,142,43
pkg.go.dev,72,28
yandex.ru,18,6
DuckDuckGo,9,6
search.brave.com,5,3
Bing,3,3
cn.bing.com,2,2
StartPage,1,1
