referrer,views_total,views_unique
gorm.io,372,135
Google,353,212
github.com,170,58
pkg.go.dev,104,31
DuckDuckGo,26,16
yandex.ru,15,8
Bing,12,11
search.brave.com,8,4
gosamples.dev,8,1
cn.bing.com,6,5
