referrer,views_total,views_unique
github.com,552,158
Google,461,281
gorm.io,272,112
pkg.go.dev,55,24
DuckDuckGo,32,20
cn.bing.com,7,5
Bing,7,5
yandex.ru,4,3
www4.bing.com,3,1
remotasks.com,2,2
