time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-02-07 00:00:00+00:00,1985,480,114,48
2022-02-08 00:00:00+00:00,2278,583,98,56
2022-02-09 00:00:00+00:00,2448,764,105,44
2022-02-10 00:00:00+00:00,2274,744,121,59
2022-02-11 00:00:00+00:00,1975,495,117,56
2022-02-12 00:00:00+00:00,1349,198,65,42
2022-02-13 00:00:00+00:00,1324,179,53,34
2022-02-14 00:00:00+00:00,2373,665,83,49
2022-02-15 00:00:00+00:00,2043,530,112,53
2022-02-16 00:00:00+00:00,2218,714,101,43
2022-02-17 00:00:00+00:00,1992,463,96,56
2022-02-18 00:00:00+00:00,1931,456,138,38
2022-02-19 00:00:00+00:00,1460,232,97,31
2022-02-20 00:00:00+00:00,1378,209,68,30
