referrer,views_total,views_unique
Google,373,218
gorm.io,280,129
github.com,191,62
pkg.go.dev,64,26
Baidu,29,1
DuckDuckGo,21,13
app.clickup.com,14,1
github.tools.sap,6,1
yandex.ru,4,4
Bing,4,3
