referrer,views_total,views_unique
Google,535,270
gorm.io,420,140
github.com,270,58
pkg.go.dev,102,31
coder.social,39,8
DuckDuckGo,18,11
mail.qq.com,17,1
search.brave.com,10,6
Bing,8,4
cn.bing.com,8,3
