referrer,views_total,views_unique
Google,449,227
gorm.io,423,172
github.com,191,68
pkg.go.dev,93,35
Bing,17,6
DuckDuckGo,14,8
ward247.atlassian.net,14,1
cn.bing.com,6,5
yandex.ru,6,4
saas.whitesourcesoftware.com,2,1
