time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-06 00:00:00+00:00,2053,605,103,50
2022-10-07 00:00:00+00:00,1884,561,198,56
2022-10-08 00:00:00+00:00,742,259,235,37
2022-10-09 00:00:00+00:00,741,234,40,29
2022-10-10 00:00:00+00:00,1807,574,149,77
2022-10-11 00:00:00+00:00,2267,1030,152,65
2022-10-12 00:00:00+00:00,1945,593,98,52
2022-10-13 00:00:00+00:00,1734,476,162,57
2022-10-14 00:00:00+00:00,1643,411,79,40
2022-10-15 00:00:00+00:00,483,163,44,21
2022-10-16 00:00:00+00:00,637,169,50,26
2022-10-17 00:00:00+00:00,1971,575,140,60
2022-10-18 00:00:00+00:00,1772,473,120,64
2022-10-19 00:00:00+00:00,1674,556,109,48
