referrer,views_total,views_unique
github.com,489,128
Google,330,202
gorm.io,203,99
pkg.go.dev,47,21
DuckDuckGo,15,15
yandex.ru,11,3
Bing,7,5
cn.bing.com,4,4
gitter.im,4,1
github.tools.sap,2,1
