referrer,views_total,views_unique
Google,470,247
gorm.io,329,133
github.com,117,53
pkg.go.dev,89,30
DuckDuckGo,31,17
Bing,28,11
com.google.android.gm,9,2
search.brave.com,7,6
cn.bing.com,5,5
statics.teams.cdn.office.net,2,2
