referrer,views_total,views_unique
github.com,399,116
Google,323,200
gorm.io,203,92
pkg.go.dev,41,23
DuckDuckGo,13,13
cn.bing.com,6,6
Bing,6,5
yandex.ru,3,3
github.tools.sap,3,1
Yahoo,1,1
