referrer,views_total,views_unique
Google,307,197
gorm.io,256,106
github.com,228,88
pkg.go.dev,31,18
DuckDuckGo,28,21
Bing,25,10
yandex.ru,7,5
future-architect.github.io,4,1
presearch.com,2,1
syntio.atlassian.net,2,1
