referrer,views_total,views_unique
Google,498,255
gorm.io,371,137
github.com,246,64
pkg.go.dev,88,23
coder.social,22,5
DuckDuckGo,21,8
mail.qq.com,17,1
cn.bing.com,10,5
search.brave.com,8,4
yandex.ru,5,4
