referrer,views_total,views_unique
Google,573,262
gorm.io,552,173
github.com,170,57
pkg.go.dev,79,28
Bing,27,13
cn.bing.com,26,8
DuckDuckGo,22,10
search.brave.com,13,7
yandex.ru,9,5
presearch.com,1,1
