referrer,views_total,views_unique
Google,471,224
gorm.io,258,111
github.com,109,39
pkg.go.dev,61,22
DuckDuckGo,15,12
Bing,5,5
yandex.ru,5,4
cn.bing.com,3,2
softwareclearing.siemens.com,3,1
qiita.com,2,1
