referrer,views_total,views_unique
Google,332,194
github.com,243,90
gorm.io,179,78
i.zte.com.cn,6,1
DuckDuckGo,5,5
softwareclearing.siemens.com,5,2
Bing,4,4
libraries.io,3,1
qwant.com,1,1
ecosia.org,1,1
