referrer,views_total,views_unique
Google,557,241
gorm.io,529,164
github.com,183,57
pkg.go.dev,92,29
cn.bing.com,26,8
Bing,21,10
DuckDuckGo,20,9
search.brave.com,11,6
yandex.ru,9,5
presearch.com,1,1
