referrer,views_total,views_unique
Google,526,283
gorm.io,341,135
github.com,123,53
pkg.go.dev,90,31
DuckDuckGo,22,14
Bing,21,10
com.google.android.gm,9,2
cn.bing.com,7,5
search.brave.com,6,5
yandex.ru,5,4
