referrer,views_total,views_unique
github.com,155,60
gorm.io,144,71
Google,137,78
pkg.go.dev,33,14
DuckDuckGo,6,4
cn.bing.com,3,3
future-architect.github.io,3,1
link.zhihu.com,3,1
Bing,2,2
learnku.com,2,1
