referrer,views_total,views_unique
github.com,197,64
gorm.io,187,79
Google,123,69
pkg.go.dev,38,19
DuckDuckGo,28,10
cn.bing.com,2,2
cthub.internal.ericsson.com,2,1
link.zhihu.com,1,1
ecosia.org,1,1
endtest.dev,1,1
