referrer,views_total,views_unique
gorm.io,210,100
Google,176,108
github.com,115,62
pkg.go.dev,36,16
DuckDuckGo,15,10
Bing,12,7
cn.bing.com,4,3
softwareclearing.siemens.com,4,2
learnku.com,1,1
search.brave.com,1,1
