referrer,views_total,views_unique
github.com,383,108
gorm.io,179,94
Google,132,75
pkg.go.dev,58,19
cn.bing.com,10,5
githubhot.com,7,2
DuckDuckGo,6,6
Bing,4,3
ecosia.org,3,1
confluence.oraclecorp.com,3,1
