time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-11 00:00:00+00:00,770,339,43,18
2023-01-12 00:00:00+00:00,496,212,91,30
2023-01-13 00:00:00+00:00,654,263,91,31
2023-01-14 00:00:00+00:00,389,173,73,19
2023-01-15 00:00:00+00:00,391,157,23,15
2023-01-16 00:00:00+00:00,582,255,79,29
2023-01-17 00:00:00+00:00,511,238,70,27
2023-01-18 00:00:00+00:00,449,231,83,25
2023-01-19 00:00:00+00:00,397,176,41,20
2023-01-20 00:00:00+00:00,415,191,86,20
2023-01-21 00:00:00+00:00,318,151,23,15
2023-01-22 00:00:00+00:00,281,116,25,16
2023-01-23 00:00:00+00:00,391,184,47,21
2023-01-24 00:00:00+00:00,366,169,32,18
