referrer,views_total,views_unique
Google,190,113
gorm.io,153,87
github.com,91,49
pkg.go.dev,35,16
DuckDuckGo,21,10
Bing,11,8
yandex.ru,4,2
ostms.rnd.huawei.com,3,1
StartPage,1,1
lite.qwant.com,1,1
