referrer,views_total,views_unique
github.com,238,91
gorm.io,236,100
Google,159,92
pkg.go.dev,39,26
DuckDuckGo,17,15
Bing,5,3
in.search.yahoo.com,3,1
cn.bing.com,2,2
StartPage,2,1
cthub.internal.ericsson.com,1,1
