referrer,views_total,views_unique
Google,176,78
gorm.io,170,69
github.com,89,39
pkg.go.dev,24,15
DuckDuckGo,10,7
cn.bing.com,4,2
Bing,2,2
StartPage,2,1
softwareclearing.siemens.com,2,1
search.brave.com,2,1
