referrer,views_total,views_unique
gorm.io,136,67
github.com,100,46
Google,91,51
DuckDuckGo,6,4
yandex.ru,4,2
cn.bing.com,2,2
learnku.com,2,1
ecosia.org,1,1
Bing,1,1
