time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-28 00:00:00+00:00,908,256,54,25
2022-04-29 00:00:00+00:00,924,248,114,31
2022-04-30 00:00:00+00:00,756,127,75,20
2022-05-01 00:00:00+00:00,774,189,48,21
2022-05-02 00:00:00+00:00,798,182,62,23
2022-05-03 00:00:00+00:00,797,218,45,26
2022-05-04 00:00:00+00:00,936,256,39,18
2022-05-05 00:00:00+00:00,910,255,70,37
2022-05-06 00:00:00+00:00,831,204,79,33
2022-05-07 00:00:00+00:00,646,118,61,20
2022-05-08 00:00:00+00:00,573,96,48,20
2022-05-09 00:00:00+00:00,1006,286,55,34
2022-05-10 00:00:00+00:00,1075,313,103,40
2022-05-11 00:00:00+00:00,951,249,68,31
