referrer,views_total,views_unique
gorm.io,212,99
Google,154,69
github.com,82,36
pkg.go.dev,63,12
DuckDuckGo,16,12
fuxi.huawei.com,13,1
cn.bing.com,9,4
Bing,4,3
yandex.ru,2,2
search.brave.com,1,1
