referrer,views_total,views_unique
Google,7288,3375
github.com,5546,2008
gorm.io,3081,1099
pkg.go.dev,881,389
disq.us,257,172
DuckDuckGo,256,130
mail.qq.com,84,2
Baidu,72,53
yandex.ru,68,29
Bing,61,37
